keypress: g,1536700039063
keypress:  ,1536700039077
keypress: g,1536700039594
keypress: g,1536700039906
keypress: c,1536700117031
keypress: r,1536700117469
keypress: e,1536700117594
keypress: d,1536700117844
keypress: i,1536700118094
keypress: t,1536700118250
keypress:  ,1536700119125
keypress: h,1536700185094
key encryption: h,1536700185096
USB sent key: h,1536700185097
keypress: f,1536700185500
key encryption: f,1536700185502
USB sent key: f,1536700185503
keypress: h,1536700185875
key encryption: h,1536700185880
USB sent key: h,1536700185880
keypress: f,1536700370563
key encryption: f,1536700370565
USB sent key: f,1536700370566
keypress: f,1536700370750
key encryption: f,1536700370752
USB sent key: f,1536700370753
keypress: d,1536700371000
key encryption: d,1536700371004
USB sent key: d,1536700371005
keypress: d,1536700371281
key encryption: d,1536700371283
USB sent key: d,1536700371284
keypress: s,1536700371344
key encryption: s,1536700371346
USB sent key: s,1536700371346
keypress: d,1536700371500
key encryption: d,1536700371502
USB sent key: d,1536700371503
keypress: f,1536700371531
key encryption: f,1536700371535
USB sent key: f,1536700371536
keypress: s,1536700371719
key encryption: s,1536700371722
USB sent key: s,1536700371722
keypress: d,1536700371813
key encryption: d,1536700371816
USB sent key: d,1536700371816
keypress: f,1536700371875
key encryption: f,1536700371877
USB sent key: f,1536700371878
keypress: f,1536700372594
key encryption: f,1536700372598
USB sent key: f,1536700372598
keypress: d,1536700372875
key encryption: d,1536700372877
USB sent key: d,1536700372878
keypress: f,1536700373656
key encryption: f,1536700373665
USB sent key: f,1536700373666
keypress: d,1536700374125
key encryption: d,1536700374129
USB sent key: d,1536700374129
keypress: f,1536700374813
key encryption: f,1536700374815
USB sent key: f,1536700374815
keypress: f,1536700375000
key encryption: f,1536700375002
USB sent key: f,1536700375003
keypress: d,1536700375250
key encryption: d,1536700375254
USB sent key: d,1536700375254
keypress: s,1536700375344
key encryption: s,1536700375347
USB sent key: s,1536700375348
keypress: d,1536700375531
key encryption: d,1536700375533
USB sent key: d,1536700375534
keypress: f,1536700375563
key encryption: f,1536700375575
USB sent key: f,1536700375576
keypress: f,1536700375906
key encryption: f,1536700375909
USB sent key: f,1536700375909
keypress: f,1536700376125
key encryption: f,1536700376128
USB sent key: f,1536700376128
keypress: f,1536700376469
key encryption: f,1536700376472
USB sent key: f,1536700376472
keypress: f,1536700376688
key encryption: f,1536700376691
USB sent key: f,1536700376691
keypress: q,1536700517625
key encryption: q,1536700517627
USB sent key: q,1536700517628
keypress: q,1536700518031
key encryption: q,1536700518033
USB sent key: q,1536700518034
keypress: q,1536700518375
key encryption: q,1536700518378
USB sent key: q,1536700518378
keypress: q,1536700518594
key encryption: q,1536700518597
USB sent key: q,1536700518597
